uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,text_clean,tokens,tokens_str
at://did:plc:r52gp4thd7rjpxqrnahahaue/app.bsky.feed.post/3mct6i2tg722o,bafyreidoa5scw3vy3s5qmlpzgmmx4ng2o72atcm4z2zebjavh6k7wvv3fq,"Nem de longe a Samira foi quem mais pipocou.

Porra, sem noção esse pipocometro. 

#bbb",2026-01-20 03:07:36.484000+00:00,0,0,1,2026-01-20 03:07:37.432000+00:00,carinavd.bsky.social,Carina 💙📚,did:plc:r52gp4thd7rjpxqrnahahaue,nem de longe a samira foi quem mais pipocou porra sem noção esse pipocometro #bbb,"['longe', 'samira', 'pipocou', 'porra', 'noção', 'pipocometro']",longe samira pipocou porra noção pipocometro
at://did:plc:yxpy3cfvyyncvxjhti2dplvc/app.bsky.feed.post/3mc22huroic22,bafyreihogmaogwipcxzdodtvuegpt2qoqxzrvjx6vt4mcb4xt7ptv4d4fy,"No Sul, eu to torcendo por Samira e Pedro

#BBB26 #BBB #MaratonaBigDay",2026-01-10 03:19:21.710000+00:00,0,0,0,2026-01-10 03:19:22.832000+00:00,bbbarrildobrado.bsky.social,BBBarrilDobrado 🌵,did:plc:yxpy3cfvyyncvxjhti2dplvc,no sul eu to torcendo por samira e pedro #bbb26 #bbb #maratonabigday,"['sul', 'torcendo', 'samira', 'pedro']",sul torcendo samira pedro
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcnf5yopyb2r,bafyreie2ncgp62qx3n6dciknbwefuz4u5jo6dudefzllh5hmbul2q6ayie,Samira ta chorando por causa do Pedro e achando que vai ser julgada igual ele #BBB #BBB26 #RedeBBB,,0,1,4,2026-01-17 19:51:16.935000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,samira ta chorando por causa do pedro e achando que vai ser julgada igual ele #bbb #bbb26 #redebbb,"['samira', 'chorando', 'causa', 'pedro', 'achando', 'ser', 'julgada', 'igual']",samira chorando causa pedro achando ser julgada igual
at://did:plc:hwpug6ixhbubfuc7guxhyngs/app.bsky.feed.post/3mbzwnhbl2c27,bafyreiebo23ibg7annvforiu23iplp4izmqyl7ym7bgxmxrqq2y3sukmxy,"Sul: Samira que parece mais BBB raiz e Pedro que é vendedor e simpático. O tal Matheus achei um nojo já tirando camisa e dizendo que mostra O QUE TEM, então o que ele tem é um peitoral malhado? Foda-se. Pior: ele fala MÃS e o único que eu aceito falando mãs é o Eduardo ""Peninha"" Bueno",2026-01-10 02:10:53.910000+00:00,1,0,1,2026-01-10 02:10:55.336000+00:00,reinaluna.bsky.social,🌺Nature's Art Nouveau✨,did:plc:hwpug6ixhbubfuc7guxhyngs,sul samira que parece mais bbb raiz e pedro que é vendedor e simpático o tal matheus achei um nojo já tirando camisa e dizendo que mostra o que tem então o que ele tem é um peitoral malhado foda se pior ele fala mãs e o único que eu aceito falando mãs é o eduardo peninha bueno,"['sul', 'samira', 'parece', 'raiz', 'pedro', 'vendedor', 'simpático', 'tal', 'matheus', 'achei', 'nojo', 'tirando', 'camisa', 'dizendo', 'mostra', 'então', 'peitoral', 'malhado', 'foda', 'pior', 'fala', 'mãs', 'único', 'aceito', 'falando', 'mãs', 'eduardo', 'peninha', 'bueno']",sul samira parece raiz pedro vendedor simpático tal matheus achei nojo tirando camisa dizendo mostra então peitoral malhado foda pior fala mãs único aceito falando mãs eduardo peninha bueno
at://did:plc:jxjisceica3lnssd7mj2xxca/app.bsky.feed.post/3mcl2yfzuak2q,bafyreihfq5jzxhv3mzro24nmrqwhwpp5kf4jrshssyo67boqzox7ud6o2y,"No quarto Sonho de Voar, Maxiane e Samira revelaram que, ao entrarem no #BBB26, todas as mulheres fizeram exame ginecológico completo com médica do BBB (e elas nem sabiam que teria o exame no dia). Marcelo tbm revelou q homens passam por exame do genital com um urologista.",2026-01-16 21:43:52.226000+00:00,0,0,1,2026-01-16 21:43:52.732000+00:00,lucasleitura.bsky.social,Lucas,did:plc:jxjisceica3lnssd7mj2xxca,no quarto sonho de voar maxiane e samira revelaram que ao entrarem no #bbb26 todas as mulheres fizeram exame ginecológico completo com médica do bbb e elas nem sabiam que teria o exame no dia marcelo tbm revelou q homens passam por exame do genital com um urologista,"['quarto', 'sonho', 'voar', 'maxiane', 'samira', 'revelaram', 'entrarem', 'mulheres', 'fizeram', 'exame', 'ginecológico', 'completo', 'médica', 'sabiam', 'teria', 'exame', 'dia', 'marcelo', 'tbm', 'revelou', 'homens', 'passam', 'exame', 'genital', 'urologista']",quarto sonho voar maxiane samira revelaram entrarem mulheres fizeram exame ginecológico completo médica sabiam teria exame dia marcelo tbm revelou homens passam exame genital urologista
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mcbyot2c7h2y,bafyreidyiqlpgqotn4vaofslha24ovove6xxnpmj2sp774ptjmqkwruusq,Elisa já falando mal da Samira kkkk #BBB #BBB26 #RedeBBB,,0,0,0,2026-01-13 07:08:45.531000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,elisa já falando mal da samira kkkk #bbb #bbb26 #redebbb,"['elisa', 'falando', 'mal', 'samira']",elisa falando mal samira
at://did:plc:dikutrzrlqvn4mkpfcifm52x/app.bsky.feed.post/3mcfgofkxgw2l,bafyreihrcvtolikn76575efrlxnf5aiufb7do7qinzc2e5pzrqk5am73yu,#CNNPop https://www.cnnbrasil.com.br/entretenimento/bbb/samira-se-irrita-com-aline-campos-no-bbb-26-nao-aguento-mais/ Samira se irrita com Aline Campos no BBB 26: “Não aguento mais” https://www.cnnbrasil.com.br/entretenimento/bbb/samira-se-irrita-com-aline-campos-no-bbb-26-nao-aguento-mais/,2026-01-14 15:56:58.716303+00:00,0,0,0,2026-01-14 15:57:04.431000+00:00,lehreai.bsky.social,,did:plc:dikutrzrlqvn4mkpfcifm52x,#cnnpop samira se irrita com aline campos no bbb 26 não aguento mais,"['samira', 'irrita', 'aline', 'campos', 'aguento']",samira irrita aline campos aguento
at://did:plc:yudasbpp3iu66wh35zd73avl/app.bsky.feed.post/3mclm3cbal22q,bafyreia3c7na7c7q6ukxorydw2gcy7nies3wpw644fbug3j4tj6e6azxpu,"BBB 26: Milena, Breno, Paulo, Samira e Maxiane estão na mira do líder Cowboy",2026-01-17 02:49:42.548000+00:00,0,0,0,2026-01-17 02:49:46.131000+00:00,sitef5.bsky.social,F5,did:plc:yudasbpp3iu66wh35zd73avl,bbb 26 milena breno paulo samira e maxiane estão na mira do líder cowboy,"['milena', 'breno', 'paulo', 'samira', 'maxiane', 'mira', 'líder', 'cowboy']",milena breno paulo samira maxiane mira líder cowboy
at://did:plc:nqceopai7bxzjae3oosrtc5f/app.bsky.feed.post/3mcpda76n3k2y,bafyreihpe66mvbaxyf2wbnu7npq5ggmptb6dfkg4md5behw6lzcqvc6foi,"BBB: A Samira é muitoooo Britney e divas da Disney dos anos 2000, onde que ela ainda acha essas roupas? Não pode ser em loja de departamento.",2026-01-18 14:22:02.366000+00:00,1,1,4,2026-01-18 14:22:03.829000+00:00,souvini91.bsky.social,Vini Andrade 🇵🇸,did:plc:nqceopai7bxzjae3oosrtc5f,bbb a samira é muitoooo britney e divas da disney dos anos 2000 onde que ela ainda acha essas roupas não pode ser em loja de departamento,"['samira', 'muitoooo', 'britney', 'divas', 'disney', 'anos', '2000', 'onde', 'acha', 'essas', 'roupas', 'pode', 'ser', 'loja', 'departamento']",samira muitoooo britney divas disney anos 2000 onde acha essas roupas pode ser loja departamento
at://did:plc:rdkm7tyahhszzlrekmrlpgv5/app.bsky.feed.post/3mck7xahso22i,bafyreignd7f4vyxqzhopqgdum6mevelkj7ouovff25vxipflecwmo65yoe,"Gente amando o IG da Samira, parabéns pra equipe. #BBB #BBB26",2026-01-16 13:40:01.809000+00:00,0,0,0,2026-01-16 13:40:05.133000+00:00,siaht.bsky.social,Labubu da Shopee,did:plc:rdkm7tyahhszzlrekmrlpgv5,gente amando o ig da samira parabéns pra equipe #bbb #bbb26,"['gente', 'amando', 'samira', 'parabéns', 'equipe']",gente amando samira parabéns equipe
at://did:plc:7z2o6tnlwwyibrct5wcdosrl/app.bsky.feed.post/3mcbhhnykvw24,bafyreiaxeqwc5nxfpf3tn4fce6eyneqt7vjrqz2iuukm74y2zyfuwgbgsu,"Itens dos últimos 30 minutos 🧭:

1. Bbb
2. Henri
3. Edilson
4. Castelli
5. Juliano
6. Floss
7. Capetinha
8. Solange
9. Samira
10. Globo

Anúncio: @terraprotege.bsky.social.",2026-01-13 02:00:31.297000+00:00,0,0,0,2026-01-13 02:00:31.633000+00:00,trending-pt.bsky.social,Tendências - Português,did:plc:7z2o6tnlwwyibrct5wcdosrl,itens dos últimos 30 minutos 1 bbb 2 henri 3 edilson 4 castelli 5 juliano 6 floss 7 capetinha 8 solange 9 samira 10 globo anúncio @terraprotege bsky social,"['itens', 'últimos', 'minutos', 'henri', 'edilson', 'castelli', 'juliano', 'floss', 'capetinha', 'solange', 'samira', 'globo', 'anúncio', 'bsky', 'social']",itens últimos minutos henri edilson castelli juliano floss capetinha solange samira globo anúncio bsky social
at://did:plc:6ktpcoxqf3jr2j3azyikrpih/app.bsky.feed.post/3mclkpwwxf22x,bafyreifxhvdhnfvi7awp6pgjovrsirt3zvswqkkhayzgnxeppwjf35flu4,comecei a ver o bbb só hoje e minha primeira impressão eh: se eu tivesse la tentaria desesperadamente um trisal com a samira e o breno,2026-01-17 02:25:27.836000+00:00,0,0,0,2026-01-17 02:24:30.535000+00:00,crosteime.bsky.social,Libid Gel Aumento Peniano,did:plc:6ktpcoxqf3jr2j3azyikrpih,comecei a ver o bbb só hoje e minha primeira impressão eh se eu tivesse la tentaria desesperadamente um trisal com a samira e o breno,"['comecei', 'ver', 'hoje', 'primeira', 'impressão', 'tivesse', 'tentaria', 'desesperadamente', 'trisal', 'samira', 'breno']",comecei ver hoje primeira impressão tivesse tentaria desesperadamente trisal samira breno
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mclisuypka2a,bafyreias4b4c4y6wbscnj3mnwtezut7gxuvouijyli4ihbd5pf2rkje4em,"🚨 NA MIRA DO LÍDER 🚨 

Alberto colocou em sua mira:

🎯 Milena
🎯 Breno
🎯 Paulo Augusto 
🎯 Samira
🎯 Maxiane
#BBB26 #BBB #RedeBBB ",,0,1,2,2026-01-17 01:51:19.233000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,na mira do líder alberto colocou em sua mira milena breno paulo augusto samira maxiane #bbb26 #bbb #redebbb,"['mira', 'líder', 'alberto', 'colocou', 'mira', 'milena', 'breno', 'paulo', 'augusto', 'samira', 'maxiane']",mira líder alberto colocou mira milena breno paulo augusto samira maxiane
at://did:plc:mgkqtylfno2gkkl4rtwry4js/app.bsky.feed.post/3mchf4ifbt222,bafyreiha5vvc23benm62zl2pwqtmz6biggq6mkvhnmjtcrv7gvvabdinwe,Eu achei que ia odiar a Samira mas não tá sendo o caso por enquanto #BBB #BBB26,2026-01-15 10:34:27.380000+00:00,0,0,1,2026-01-15 10:34:28.631000+00:00,fabiruiva.bsky.social,Fabiana,did:plc:mgkqtylfno2gkkl4rtwry4js,eu achei que ia odiar a samira mas não tá sendo o caso por enquanto #bbb #bbb26,"['achei', 'odiar', 'samira', 'sendo', 'caso', 'enquanto']",achei odiar samira sendo caso enquanto
at://did:plc:rovs7k35giv42zqnwan5gup7/app.bsky.feed.post/3mcljhmqbkk25,bafyreiauvwzs5uu52rrslnxph4revobmhrnzoz3fkrkwr5ewugjj4nlkny,"A Samira chorando pq recebeu a indicação do líder me dá uma preguiiiiiiça!

#AleReality #bbb26 #BBB",2026-01-17 02:02:54.955000+00:00,1,1,8,2026-01-17 02:02:56.132000+00:00,alexandrefelipe.bsky.social,☆ Alê Reality ☆,did:plc:rovs7k35giv42zqnwan5gup7,a samira chorando pq recebeu a indicação do líder me dá uma preguiiiiiiça #alereality #bbb26 #bbb,"['samira', 'chorando', 'recebeu', 'indicação', 'líder', 'preguiiiiiiça']",samira chorando recebeu indicação líder preguiiiiiiça
at://did:plc:zwczrg456rzf533c4w26tmks/app.bsky.feed.post/3mbzwcunpy22t,bafyreiarw7uv53cmnyikpvpsl73ben3mvdyzjy2vqm6jle3d6zd2cgyfnu,SAMIRA. NOSSA BRITNEY DA SHOPEE! EU TE AMO! HAHHAHAHAAH #bbb,2026-01-10 02:04:58.840000+00:00,0,0,0,2026-01-10 02:04:59.433000+00:00,rafaelxum.bsky.social,,did:plc:zwczrg456rzf533c4w26tmks,samira nossa britney da shopee eu te amo hahhahahaah #bbb,"['samira', 'britney', 'shopee', 'amo', 'hahhahahaah']",samira britney shopee amo hahhahahaah
at://did:plc:olt6nkuwdstbdmx2met4rjdl/app.bsky.feed.post/3mct6jphvjc26,bafyreiarspbgcgwcnufgwcuufmxtnykylt3bvp2vdnxmsxxtf4yg7onydi,a solange chamando a samira na maior sabonetada na noite e ainda assim não ganhou a toquinha #bbb,2026-01-20 03:08:31.681000+00:00,1,0,2,2026-01-20 03:08:33.138000+00:00,sulemio.bsky.social,myari,did:plc:olt6nkuwdstbdmx2met4rjdl,a solange chamando a samira na maior sabonetada na noite e ainda assim não ganhou a toquinha #bbb,"['solange', 'chamando', 'samira', 'maior', 'sabonetada', 'noite', 'assim', 'ganhou', 'toquinha']",solange chamando samira maior sabonetada noite assim ganhou toquinha
at://did:plc:cxd44mhjkgcgllgbibt5fcma/app.bsky.feed.post/3mcqmmdqj3k2h,bafyreiekfjcg3hepkrwgsmmenlzdu7bzuakaz6k6aqwgkmvahxfdtmi6ia,eu tenho uma brima chamada samira inshallah muito ouro #bbb,2026-01-19 02:42:33.215000+00:00,0,0,2,2026-01-19 02:42:33.829000+00:00,nonada.bsky.social,nonada,did:plc:cxd44mhjkgcgllgbibt5fcma,eu tenho uma brima chamada samira inshallah muito ouro #bbb,"['tenho', 'brima', 'chamada', 'samira', 'inshallah', 'ouro']",tenho brima chamada samira inshallah ouro
at://did:plc:zc5yoteinldiia47zmfum33l/app.bsky.feed.post/3mcbhlajo5c2j,bafyreig5sh56knger4xpphv6gaisnnwxlrjhrkn2ihh5ytdgb5lekjz2yu,"essa Samira tem muita cara de ex-bbb, nasceu pra isso",2026-01-13 02:02:31.506000+00:00,0,0,0,2026-01-13 02:00:37.431000+00:00,dvdinskar.bsky.social,duda,did:plc:zc5yoteinldiia47zmfum33l,essa samira tem muita cara de ex bbb nasceu pra isso,"['samira', 'cara', 'nasceu']",samira cara nasceu
at://did:plc:qkzqaobtydtstelzxfa6wsxe/app.bsky.feed.post/3mct3hx2w7k26,bafyreia7zdhltbdicdnosg3hjiorpywpkcdavkaobjhw4netmpmcq7fywm,"Oloco, as panteras formaram: Ana Paula, tia Milena e Samira #BBB",2026-01-20 02:13:51.304000+00:00,0,0,1,2026-01-20 02:13:51.532000+00:00,tehani.bsky.social,Teh | Cartomancia & Terapeuta Holística,did:plc:qkzqaobtydtstelzxfa6wsxe,oloco as panteras formaram ana paula tia milena e samira #bbb,"['oloco', 'panteras', 'formaram', 'ana', 'paula', 'tia', 'milena', 'samira']",oloco panteras formaram ana paula tia milena samira
at://did:plc:jxjisceica3lnssd7mj2xxca/app.bsky.feed.post/3mct5mxia6k2k,bafyreiajueiutwxmgdnud7msbcom2hcljr7w4wcjcgli43ske2ni6adfsi,"Já achava a Solange Couto uma planta.
Agora ela escolhe de graça a SAMIRA, justamente a Samira que é super gente boa.... e tenta justificar com voz de choro que Samira ""não acredita nela"", ""precisa amadurecer para vir ganhar em outro BBB"".
Que pipocada dessa planta chamada Dona Jura!
#BBB26",2026-01-20 02:52:26.998000+00:00,0,0,1,2026-01-20 02:52:32.036000+00:00,lucasleitura.bsky.social,Lucas,did:plc:jxjisceica3lnssd7mj2xxca,já achava a solange couto uma planta agora ela escolhe de graça a samira justamente a samira que é super gente boa e tenta justificar com voz de choro que samira não acredita nela precisa amadurecer para vir ganhar em outro bbb que pipocada dessa planta chamada dona jura #bbb26,"['achava', 'solange', 'couto', 'planta', 'escolhe', 'graça', 'samira', 'justamente', 'samira', 'super', 'gente', 'tenta', 'justificar', 'voz', 'choro', 'samira', 'acredita', 'nela', 'precisa', 'amadurecer', 'vir', 'ganhar', 'outro', 'pipocada', 'planta', 'chamada', 'dona', 'jura']",achava solange couto planta escolhe graça samira justamente samira super gente tenta justificar voz choro samira acredita nela precisa amadurecer vir ganhar outro pipocada planta chamada dona jura
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mct5lfiayb2x,bafyreidrod5yaqkbetc7uk44mx2eptlguyczfxzsq6lkhrwwm2ke3wecca,"Solange não quer que Samira ganhe o BBB
#BBB26 #BBB #RedeBBB",,0,1,1,2026-01-20 02:51:35.231000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,solange não quer que samira ganhe o bbb #bbb26 #bbb #redebbb,"['solange', 'quer', 'samira', 'ganhe']",solange quer samira ganhe
at://did:plc:yxmkrnl6fkemah4nstp2g774/app.bsky.feed.post/3mbzlbzkj2s25,bafyreicetscj3ixzud2wdtnxvh6fd5kfnspykp4ufbartnzaxsyjcxzzxm,"Na Casa Sul, Samira tem que entrar! Taí um perfil muito BBB! Já a outra é um modelo q certeza vai fazer casal com a versão Arcrebiano que entrar. Não tem muito a crescer.
Nos homens, o Pedro parece interessante, mas acho q pode virar planta. #BBB26",2026-01-09 22:47:39.112000+00:00,1,0,2,2026-01-09 22:47:41.545000+00:00,karinfranco.bsky.social,Karin Franco ,did:plc:yxmkrnl6fkemah4nstp2g774,na casa sul samira tem que entrar taí um perfil muito bbb já a outra é um modelo q certeza vai fazer casal com a versão arcrebiano que entrar não tem muito a crescer nos homens o pedro parece interessante mas acho q pode virar planta #bbb26,"['casa', 'sul', 'samira', 'entrar', 'taí', 'perfil', 'outra', 'modelo', 'certeza', 'fazer', 'casal', 'versão', 'arcrebiano', 'entrar', 'crescer', 'homens', 'pedro', 'parece', 'interessante', 'acho', 'pode', 'virar', 'planta']",casa sul samira entrar taí perfil outra modelo certeza fazer casal versão arcrebiano entrar crescer homens pedro parece interessante acho pode virar planta
at://did:plc:ombefbv46lutxbuvu4mz34ja/app.bsky.feed.post/3mc6p5otu4s24,bafyreifj64badofrhq5ruqo2yzgckpwljj4zwtmcahqusi42ugtni5ivje,Samira e Pedro entraram #BBB26 #BBB #CasaDeVidro,,0,1,1,2026-01-11 23:40:07.828000+00:00,fifisdotelefone.bsky.social,Fifis do Telefone | #AFazenda17,did:plc:ombefbv46lutxbuvu4mz34ja,samira e pedro entraram #bbb26 #bbb #casadevidro,"['samira', 'pedro', 'entraram']",samira pedro entraram
at://did:plc:ev7crf6ciwctafk7l42tan5u/app.bsky.feed.post/3mcey7nnqls2w,bafyreicfwr6fkp2abncfbpp2c43vlxxcetirmmyn6sejhbfh3ptkn4tnia,"Samira detona Aline Campos e reclama de ‘palestras’ no BBB 26
ofuxico.com.br/reality-show...",2026-01-14 11:38:15.443000+00:00,0,0,0,2026-01-14 11:38:22.432000+00:00,ofuxicooficial.bsky.social,OFuxico Oficial,did:plc:ev7crf6ciwctafk7l42tan5u,samira detona aline campos e reclama de palestras no bbb 26 ofuxico com br reality show,"['samira', 'detona', 'aline', 'campos', 'reclama', 'palestras', 'ofuxico', 'reality', 'show']",samira detona aline campos reclama palestras ofuxico reality show
at://did:plc:p4fzxrgke37gqduoyctlqegx/app.bsky.feed.post/3mcn535ula22z,bafyreig2pjz32gxhwdvlauq4nmp7n4keasuvvqeprew5c24vor5jjpmcvq,"Eu amo os seguintes apelidos para os participantes do BBB 26

Jonas 22cm
Pedro 22mm
Sarah 22 aperta e confirma",2026-01-17 17:26:31.289000+00:00,4,38,178,2026-01-17 17:26:33.634000+00:00,glupsmogl0ids.bsky.social,Princesa Pakshi,did:plc:p4fzxrgke37gqduoyctlqegx,eu amo os seguintes apelidos para os participantes do bbb 26 jonas 22cm pedro 22mm sarah 22 aperta e confirma,"['amo', 'seguintes', 'apelidos', 'participantes', 'jonas', '22cm', 'pedro', '22mm', 'sarah', 'aperta', 'confirma']",amo seguintes apelidos participantes jonas 22cm pedro 22mm sarah aperta confirma
at://did:plc:h6n3z5vatkm6ortaao5cddhd/app.bsky.feed.post/3mcspajxr222r,bafyreid4itfgsyls3g6ejfobaagf4bra3kumkabn4jppzckmi2gunnmyma,A sarah foi pro bbb pra fazer revisionismo do bbb21 q nem uma espécie de brasil paralelo bicho #bbb,2026-01-19 22:34:57.781000+00:00,1,1,29,2026-01-19 22:34:59.629000+00:00,marish.bsky.social,Planeta Chupão ☄️,did:plc:h6n3z5vatkm6ortaao5cddhd,a sarah foi pro bbb pra fazer revisionismo do bbb21 q nem uma espécie de brasil paralelo bicho #bbb,"['sarah', 'fazer', 'revisionismo', 'bbb21', 'espécie', 'brasil', 'paralelo', 'bicho']",sarah fazer revisionismo bbb21 espécie brasil paralelo bicho
at://did:plc:h6n3z5vatkm6ortaao5cddhd/app.bsky.feed.post/3mct7qvbvss22,bafyreidyj3dgcrdi5nwedsbjkrv3bb5smzlmwflshfskygxgydfo7ccvcy,"Se eu fosse chay falava ""inclusive sarah puxei mutirão pra tu sair"" #bbb",2026-01-20 03:30:26.399000+00:00,0,2,26,2026-01-20 03:30:27.233000+00:00,marish.bsky.social,Planeta Chupão ☄️,did:plc:h6n3z5vatkm6ortaao5cddhd,se eu fosse chay falava inclusive sarah puxei mutirão pra tu sair #bbb,"['fosse', 'chay', 'falava', 'inclusive', 'sarah', 'puxei', 'mutirão', 'sair']",fosse chay falava inclusive sarah puxei mutirão sair
at://did:plc:uns4jwgu4lm7stfpdk4csmw3/app.bsky.feed.post/3mct74j3p522u,bafyreibwbvlx555kwfijrq2w7sfaxbzwgcoviraz2caaikqezjet5tlrfu,"não aguento que a sarah entrou realmente se achando muito por cima e que tá continuando a trajetória dela de “espiã”

ela fala com os outros numa soberba 

ESSENCIAL pro bbb",2026-01-20 03:19:02.524000+00:00,3,4,45,2026-01-20 03:19:03.430000+00:00,freddeharness.bsky.social,fred de harness,did:plc:uns4jwgu4lm7stfpdk4csmw3,não aguento que a sarah entrou realmente se achando muito por cima e que tá continuando a trajetória dela de espiã ela fala com os outros numa soberba essencial pro bbb,"['aguento', 'sarah', 'entrou', 'realmente', 'achando', 'cima', 'continuando', 'trajetória', 'espiã', 'fala', 'outros', 'soberba', 'essencial']",aguento sarah entrou realmente achando cima continuando trajetória espiã fala outros soberba essencial
at://did:plc:h6n3z5vatkm6ortaao5cddhd/app.bsky.feed.post/3mct3gkgja22b,bafyreifimjycarquackgtylzjnvuus3h2mlnpqmurafcbozs626xmybsp4,🔪🔪🔪🔪🔪🔪🔪🔪 sarah.... #bbb,2026-01-20 02:13:04.488000+00:00,1,0,24,2026-01-20 02:13:06.843000+00:00,marish.bsky.social,Planeta Chupão ☄️,did:plc:h6n3z5vatkm6ortaao5cddhd,sarah #bbb,['sarah'],sarah
at://did:plc:h6n3z5vatkm6ortaao5cddhd/app.bsky.feed.post/3mcsopt6tr22s,bafyreibitxjvfqxwo2f67gl6v6fyv3nzjeog32zn5arlnoi622muyxe6jy,🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪🔪 seua dias está contado sarah #bbb,2026-01-19 22:25:37.035000+00:00,3,0,10,2026-01-19 22:25:37.836000+00:00,marish.bsky.social,Planeta Chupão ☄️,did:plc:h6n3z5vatkm6ortaao5cddhd,seua dias está contado sarah #bbb,"['seua', 'dias', 'contado', 'sarah']",seua dias contado sarah
at://did:plc:hvdzschdwadgziaax7am7s2e/app.bsky.feed.post/3mcsegmohw22u,bafyreibtv56cc6cppjxkfbysneucrbsiuhbqyrpr372azbgbjsneog7txa,"Sarah teve mta sorte que o Gil era parceiro dela no bbb, pq o mulher burra #bbb26",2026-01-19 19:21:30.783000+00:00,2,1,8,2026-01-19 19:21:36.233000+00:00,yayasg.bsky.social,Yasmin 🌼,did:plc:hvdzschdwadgziaax7am7s2e,sarah teve mta sorte que o gil era parceiro dela no bbb pq o mulher burra #bbb26,"['sarah', 'teve', 'mta', 'sorte', 'gil', 'parceiro', 'mulher', 'burra']",sarah teve mta sorte gil parceiro mulher burra
at://did:plc:wm7hsp2icmsck5udxt6xyic6/app.bsky.feed.post/3mct7inko5k23,bafyreiagfwg7ccrijmkcsifreti2ysn5ppjjfwfv3npplbucpkfude2xgy,meu deus a sarah continua a mesmissima lambisgoia kkk nao tem conserto mesmo pode sacrificar #bbb,2026-01-20 03:25:49.863000+00:00,1,0,11,2026-01-20 03:25:50.532000+00:00,fenguel.bsky.social,"a vulgar, a apelativa 🇵🇸",did:plc:wm7hsp2icmsck5udxt6xyic6,meu deus a sarah continua a mesmissima lambisgoia kkk nao tem conserto mesmo pode sacrificar #bbb,"['deus', 'sarah', 'continua', 'mesmissima', 'lambisgoia', 'nao', 'conserto', 'pode', 'sacrificar']",deus sarah continua mesmissima lambisgoia nao conserto pode sacrificar
at://did:plc:ct6jxevxeem73leu3jeartgu/app.bsky.feed.post/3mcrwf2gu422x,bafyreibua5dwrqsfvnz25x7265oxnd55d7zuzavs6oia6dd5rk3gnbtrny,aline e sarah falando sobre constelação familiar incrível que de onde menos se espera aí é que não vem nada mesmo 😍 #BBB,2026-01-19 15:10:05.737000+00:00,0,1,13,2026-01-19 15:10:06.333000+00:00,andreylouis.bsky.social,drey™,did:plc:ct6jxevxeem73leu3jeartgu,aline e sarah falando sobre constelação familiar incrível que de onde menos se espera aí é que não vem nada mesmo #bbb,"['aline', 'sarah', 'falando', 'constelação', 'familiar', 'incrível', 'onde', 'menos', 'espera', 'vem', 'nada']",aline sarah falando constelação familiar incrível onde menos espera vem nada
at://did:plc:dukpjlrhbnccujltgw2n375c/app.bsky.feed.post/3mct7f5b3z22q,bafyreibsreklwfhpgsh47xkfre2ogge7yp663stbv7cogi6azfsmcjnkuu,Prefiro defender Juliette do que ficar do lado da Bolsoverme da Sarah! #BBB26 #BBB #RedeBBB,2026-01-20 03:23:52.104000+00:00,0,0,6,2026-01-20 03:23:53.730000+00:00,glitical.bsky.social,Giovanni,did:plc:dukpjlrhbnccujltgw2n375c,prefiro defender juliette do que ficar do lado da bolsoverme da sarah #bbb26 #bbb #redebbb,"['prefiro', 'defender', 'juliette', 'ficar', 'lado', 'bolsoverme', 'sarah']",prefiro defender juliette ficar lado bolsoverme sarah
at://did:plc:rzfmnpyn3uibfg3bbnbpshf4/app.bsky.feed.post/3mcscls2efc2s,bafyreidecnkw4xhs7quuxqscwqqejekzm3tg22gmrshbbv7svsdaseavh4,"Rapá as páginas paga estão vindo na Sarah com tudo.
A bichinha vai pagar caro por falar a verdade! #BBB",2026-01-19 18:48:36.695000+00:00,1,1,8,2026-01-19 18:48:40.133000+00:00,marcelinhomiau.bsky.social,Marcelo🐈‍⬛,did:plc:rzfmnpyn3uibfg3bbnbpshf4,rapá as páginas paga estão vindo na sarah com tudo a bichinha vai pagar caro por falar a verdade #bbb,"['rapá', 'páginas', 'paga', 'vindo', 'sarah', 'tudo', 'bichinha', 'pagar', 'caro', 'falar', 'verdade']",rapá páginas paga vindo sarah tudo bichinha pagar caro falar verdade
